#Gene	Transcript	Source
PCNX1	NM_014982.3	MANE
PCNX2	NM_014801.4	MANE
PCNX3	NM_032223.4	MANE
PCNX4	NM_001330177.2	MANE
PCOLCE	NM_002593.4	MANE
PCOLCE2	NM_013363.4	MANE
PCP2	NM_174895.3	MANE
PCP4	NM_006198.3	MANE
PCP4L1	NM_001102566.2	MANE
PCSK1	NM_000439.5	MANE
PCSK1N	NM_013271.5	MANE
PCSK2	NM_002594.5	MANE
PCSK4	NM_017573.5	MANE
PCSK5	NM_001372043.1	MANE
PCSK6	NM_002570.5	MANE
PCSK7	NM_004716.4	MANE
PCSK9	NM_174936.4	MANE
PCTP	NM_021213.4	MANE
PCYOX1	NM_016297.4	MANE
PCYOX1L	NM_024028.4	MANE
PCYT1A	NM_001312673.2	MANE
PCYT1B	NM_004845.5	MANE
PCYT2	NM_002861.5	MANE
PDAP1	NM_014891.7	MANE
PDC	NM_002597.5	MANE
PDCD1	NM_005018.3	MANE
PDCD10	NM_007217.4	MANE
PDCD11	NM_014976.2	MANE
PDCD1LG2	NM_025239.4	MANE
PDCD2	NM_002598.4	MANE
PDCD2L	NM_032346.2	MANE
PDCD4	NM_014456.5	MANE
PDCD5	NM_004708.4	MANE
PDCD6	NM_013232.4	MANE
PDCD6IP	NM_013374.6	MANE
PDCD7	NM_005707.2	MANE
PDCL	NM_005388.5	MANE
PDCL2	NM_152401.3	MANE
PDCL3	NM_024065.5	MANE
PDE10A	NM_001385079.1	MANE
PDE11A	NM_016953.4	MANE
PDE12	NM_177966.7	MANE
PDE1A	NM_001363871.4	MANE
PDE1B	NM_000924.4	MANE
PDE1C	NM_001191057.4	MANE
PDE2A	NM_002599.5	MANE
PDE3A	NM_000921.5	MANE
PDE3B	NM_000922.4	MANE
PDE4A	NM_001111307.2	MANE
PDE4B	NM_002600.4	MANE
PDE4C	NM_001098818.4	MANE
PDE4D	NM_001104631.2	MANE
PDE4DIP	NM_001395426.1	MANE
PDE5A	NM_001083.4	MANE
PDE6A	NM_000440.3	MANE
PDE6B	NM_000283.4	MANE
PDE6C	NM_006204.4	MANE
PDE6D	NM_002601.4	MANE
PDE6G	NM_002602.4	MANE
PDE6H	NM_006205.3	MANE
PDE7A	NM_001242318.3	MANE
PDE7B	NM_018945.4	MANE
PDE8A	NM_002605.3	MANE
PDE8B	NM_003719.5	MANE
PDE9A	NM_002606.3	MANE
PDF	NM_022341.2	MANE
PDGFA	NM_033023.5	MANE
PDGFB	NM_002608.4	MANE
PDGFC	NM_016205.3	MANE
PDGFD	NM_025208.5	MANE
PDGFRA	NM_006206.6	MANE
PDGFRB	NM_002609.4	MANE
PDGFRL	NM_001372073.1	MANE
PDHA1	NM_000284.4	MANE
PDHA2	NM_005390.5	MANE
PDHB	NM_000925.4	MANE
PDHX	NM_003477.3	MANE
PDIA2	NM_006849.4	MANE
PDIA3	NM_005313.5	MANE
PDIA4	NM_004911.5	MANE
PDIA5	NM_006810.4	MANE
PDIA6	NM_005742.4	MANE
PDIK1L	NM_152835.5	MANE
PDILT	NM_174924.2	MANE
PDK1	NM_002610.5	MANE
PDK2	NM_002611.5	MANE
PDK3	NM_005391.5	MANE
PDK4	NM_002612.4	MANE
PDLIM1	NM_020992.4	MANE
PDLIM2	NM_001368120.1	MANE
PDLIM3	NM_014476.6	MANE
PDLIM4	NM_003687.4	MANE
PDLIM5	NM_006457.5	MANE
PDLIM7	NM_005451.5	MANE
PDP1	NM_018444.4	MANE
PDP2	NM_020786.4	MANE
PDPK1	NM_002613.5	MANE
PDPN	NM_006474.5	MANE
PDPR	NM_017990.5	MANE
PDRG1	NM_030815.3	MANE
PDS5A	NM_001100399.2	MANE
PDS5B	NM_015032.4	MANE
PDSS1	NM_014317.5	MANE
PDSS2	NM_020381.4	MANE
PDX1	NM_000209.4	MANE
PDXDC1	NM_015027.4	MANE
PDXK	NM_003681.5	MANE
PDXP	NM_020315.5	MANE
PDYN	NM_024411.5	MANE
PDZD11	NM_016484.5	MANE
PDZD2	NM_178140.4	MANE
PDZD3	NM_001168468.2	MANE
PDZD4	NM_001303512.2	MANE
PDZD7	NM_001195263.2	MANE
PDZD8	NM_173791.5	MANE
PDZD9	NM_001363519.1	MANE
PDZK1	NM_001201325.2	MANE
PDZK1IP1	NM_005764.4	MANE
PDZRN3	NM_015009.3	MANE
PDZRN4	NM_001164595.2	MANE
PEA15	NM_003768.5	MANE
PEAK1	NM_001385026.1	MANE
PEAK3	NM_198532.3	MANE
PEAR1	NM_001080471.3	MANE
PEBP1	NM_002567.4	MANE
PEBP4	NM_144962.3	MANE
PECAM1	NM_000442.5	MANE
PECR	NM_018441.6	MANE
PEDS1	NM_199129.4	MANE
PEF1	NM_012392.4	MANE
PEG10	NM_001172438.3	LRG
PEG3	NM_006210.3	MANE
PELI1	NM_020651.4	MANE
PELI2	NM_021255.3	MANE
PELI3	NM_145065.3	MANE
PELO	NM_015946.5	MANE
PELP1	NM_014389.3	MANE
PEMT	NM_148172.3	MANE
PENK	NM_001135690.3	MANE
PEPD	NM_000285.4	MANE
PER1	NM_002616.3	MANE
PER2	NM_022817.3	MANE
PER3	NM_001377275.1	MANE
PERCC1	NM_001365310.2	MANE
PERM1	NM_001394713.1	MANE
PERP	NM_022121.5	MANE
PES1	NM_014303.4	MANE
PET100	NM_001171155.2	MANE
PET117	NM_001164811.2	MANE
PEX1	NM_000466.3	MANE
PEX10	NM_002617.4	MANE
PEX11A	NM_003847.3	MANE
PEX11B	NM_003846.3	MANE
PEX11G	NM_080662.4	MANE
PEX12	NM_000286.3	MANE
PEX13	NM_002618.4	MANE
PEX14	NM_004565.3	MANE
PEX16	NM_004813.4	MANE
PEX19	NM_002857.4	MANE
PEX2	NM_000318.3	MANE
PEX26	NM_001127649.3	MANE
PEX3	NM_003630.3	MANE
PEX5	NM_001351132.2	MANE
PEX5L	NM_016559.3	MANE
PEX6	NM_000287.4	MANE
PEX7	NM_000288.4	MANE
PF4	NM_002619.4	MANE
PF4V1	NM_002620.4	MANE
PFAS	NM_012393.3	MANE
PFDN1	NM_002622.5	MANE
PFDN2	NM_012394.4	MANE
PFDN4	NM_002623.4	MANE
PFDN5	NM_002624.4	MANE
PFDN6	NM_001185181.3	MANE
PFKFB1	NM_002625.4	MANE
PFKFB2	NM_006212.2	MANE
PFKFB3	NM_004566.4	MANE
PFKFB4	NM_004567.4	MANE
PFKL	NM_002626.6	MANE
PFKM	NM_000289.6	MANE
PFKP	NM_002627.5	MANE
PFN1	NM_005022.4	MANE
PFN2	NM_053024.4	MANE
PFN3	NM_001029886.3	MANE
PFN4	NM_199346.3	MANE
PGA3	NM_001079807.4	MANE
PGA4	NM_001079808.6	MANE
PGA5	NM_014224.5	MANE
PGAM1	NM_002629.4	MANE
PGAM2	NM_000290.4	MANE
PGAM4	NM_001029891.3	MANE
PGAM5	NM_001170543.2	MANE
PGAP1	NM_024989.4	MANE
PGAP2	NM_014489.4	MANE
PGAP3	NM_033419.5	MANE
PGAP4	NM_032342.3	MANE
PGAP6	NM_021259.3	MANE
PGBD1	NM_032507.4	MANE
PGBD2	NM_170725.3	MANE
PGBD3	NM_170753.3	refSeq
PGBD4	NM_152595.5	MANE
PGBD5	NM_001258311.2	MANE
PGC	NM_002630.4	MANE
PGD	NM_002631.4	MANE
PGF	NM_002632.6	MANE
PGGHG	NM_025092.5	MANE
PGGT1B	NM_005023.4	MANE
PGK1	NM_000291.4	MANE
PGK2	NM_138733.5	MANE
PGLS	NM_012088.3	MANE
PGLYRP1	NM_005091.3	MANE
PGLYRP2	NM_052890.4	MANE
PGLYRP3	NM_052891.3	MANE
PGLYRP4	NM_020393.4	MANE
PGM1	NM_002633.3	MANE
PGM2	NM_018290.4	MANE
PGM2L1	NM_173582.6	MANE
PGM3	NM_015599.3	MANE
PGM5	NM_021965.4	MANE
PGP	NM_001042371.3	MANE
PGPEP1	NM_017712.4	MANE
PGPEP1L	NM_001167902.2	MANE
PGR	NM_000926.4	MANE
PGRMC1	NM_006667.5	MANE
PGRMC2	NM_006320.6	MANE
PGS1	NM_024419.5	MANE
PHACTR1	NM_030948.6	MANE
PHACTR2	NM_001100164.2	MANE
PHACTR3	NM_080672.5	MANE
PHACTR4	NM_001048183.3	MANE
PHAF1	NM_025187.5	MANE
PHAX	NM_032177.4	MANE
PHB	NM_002634.4	HGMD
PHB1	NM_002634.4	MANE
PHB2	NM_001144831.2	MANE
PHC1	NM_004426.3	MANE
PHC2	NM_001385109.1	MANE
PHC3	NM_024947.4	MANE
PHETA1	NM_144671.6	MANE
PHETA2	NM_001002034.3	MANE
PHEX	NM_000444.6	MANE
PHF1	NM_024165.3	MANE
PHF10	NM_018288.4	MANE
PHF11	NM_001040443.3	MANE
PHF12	NM_001033561.2	MANE
PHF13	NM_153812.3	MANE
PHF14	NM_001007157.2	MANE
PHF19	NM_015651.3	MANE
PHF2	NM_005392.4	MANE
PHF20	NM_016436.5	MANE
PHF20L1	NM_016018.5	MANE
PHF21A	NM_001352027.3	MANE
PHF21B	NM_138415.5	MANE
PHF23	NM_024297.3	MANE
PHF24	NM_015297.3	MANE
PHF3	NM_001370348.2	MANE
PHF5A	NM_032758.4	MANE
PHF6	NM_001015877.2	MANE
PHF7	NM_016483.7	MANE
PHF8	NM_015107.3	MANE
PHGDH	NM_006623.4	MANE
PHGR1	NM_001145643.2	MANE
PHIP	NM_017934.7	MANE
PHKA1	NM_002637.4	MANE
PHKA2	NM_000292.3	MANE
PHKB	NM_000293.3	MANE
PHKG1	NM_006213.5	MANE
PHKG2	NM_000294.3	MANE
PHLDA1	NM_007350	HGNC
PHLDA2	NM_003311.4	MANE
PHLDA3	NM_012396.5	MANE
PHLDB1	NM_001144758.3	MANE
PHLDB2	NM_001134438.2	MANE
PHLDB3	NM_198850.4	MANE
PHLPP1	NM_194449.4	MANE
PHLPP2	NM_015020.3	MANE
PHOSPHO1	NM_178500.4	MANE
PHOSPHO2	NM_001008489.4	MANE
PHOX2A	NM_005169.4	MANE
PHOX2B	NM_003924.4	MANE
PHPT1	NM_014172.6	MANE
PHRF1	NM_001286581.2	MANE
PHTF1	NM_001323043.2	MANE
PHTF2	NM_020432	HGNC
PHYH	NM_006214.4	MANE
PHYHD1	NM_001100876.2	MANE
PHYHIP	NM_014759.5	MANE
PHYHIPL	NM_032439.4	MANE
PHYKPL	NM_153373.4	MANE
PI15	NM_015886.5	MANE
PI16	NM_153370.3	MANE
PI3	NM_002638.4	MANE
PI4K2A	NM_018425.4	MANE
PI4K2B	NM_018323.4	MANE
PI4KA	NM_058004.4	MANE
PI4KB	NM_001369623.2	MANE
PIANP	NM_001244014.2	MANE
PIAS1	NM_016166.3	MANE
PIAS2	NM_004671.5	MANE
PIAS3	NM_006099.3	MANE
PIAS4	NM_015897.4	MANE
PIBF1	NM_006346.4	MANE
PICALM	NM_007166.4	MANE
PICK1	NM_012407.4	MANE
PID1	NM_001100818.2	MANE
PIDD1	NM_145886.4	MANE
PIERCE1	NM_001048265.2	HGNC
PIERCE2	NM_001198784.2	HGNC
PIEZO1	NM_001142864.4	MANE
PIEZO2	NM_001378183.1	MANE
PIF1	NM_001286496.2	MANE
PIFO	NM_181643.6	MANE
PIGA	NM_002641.4	MANE
PIGB	NM_004855.5	MANE
PIGBOS1	NM_001308421.2	MANE
PIGC	NM_153747.2	MANE
PIGF	NM_002643.4	MANE
PIGG	NM_001127178.3	MANE
PIGH	NM_004569.5	MANE
PIGK	NM_005482.3	MANE
PIGL	NM_004278.4	MANE
PIGM	NM_145167.3	MANE
PIGN	NM_176787.5	MANE
PIGO	NM_032634.4	MANE
PIGP	NM_153682.3	MANE
PIGQ	NM_004204.5	MANE
PIGR	NM_002644.4	MANE
PIGS	NM_033198.4	MANE
PIGT	NM_015937.6	MANE
PIGU	NM_080476.5	MANE
PIGV	NM_017837.4	MANE
PIGW	NM_001346754.2	MANE
PIGX	NM_017861.4	MANE
PIGY	NM_001042616.3	MANE
PIGZ	NM_025163.4	MANE
PIH1D1	NM_017916.3	MANE
PIH1D2	NM_138789.4	MANE
PIH1D3	NM_001169154.2	HGMD
PIK3AP1	NM_152309.3	MANE
PIK3C2A	NM_002645.4	MANE
PIK3C2B	NM_001377334.1	MANE
PIK3C2G	NM_001288772.2	MANE
PIK3C3	NM_002647.4	MANE
PIK3CA	NM_006218.4	MANE
PIK3CB	NM_006219.3	MANE
PIK3CD	NM_005026.5	MANE
PIK3CG	NM_001282426.2	MANE
PIK3IP1	NM_052880.5	MANE
PIK3R1	NM_181523.3	MANE
PIK3R2	NM_005027.4	MANE
PIK3R3	NM_003629.4	MANE
PIK3R4	NM_014602.3	MANE
PIK3R5	NM_001142633.3	MANE
PIK3R6	NM_001010855.4	MANE
PIKFYVE	NM_015040.4	MANE
PILRA	NM_013439.3	MANE
PILRB	NM_178238.4	MANE
PIM1	NM_002648.4	MANE
PIM2	NM_006875.4	MANE
PIM3	NM_001001852.4	MANE
PIMREG	NM_019013.3	MANE
PIN1	NM_006221.4	MANE
PIN4	NM_006223.4	MANE
PINK1	NM_032409.3	MANE
PINLYP	NM_001193621.3	MANE
PINX1	NM_017884.6	MANE
PIP	NM_002652.3	MANE
PIP4K2A	NM_005028.5	MANE
PIP4K2B	NM_003559.5	MANE
PIP4K2C	NM_024779.5	MANE
PIP4P1	NM_144568.4	MANE
PIP4P2	NM_018710.3	MANE
PIP5K1A	NM_001135638.2	MANE
PIP5K1B	NM_003558.4	MANE
PIP5K1C	NM_012398.3	MANE
PIP5KL1	NM_001135219.2	MANE
PIPOX	NM_016518.3	MANE
PIR	NM_001018109.3	MANE
PIRT	NM_001101387.2	MANE
PISD	NM_001326411.2	MANE
PITHD1	NM_020362.5	MANE
PITPNA	NM_006224.4	MANE
PITPNB	NM_012399.5	MANE
PITPNC1	NM_012417.4	MANE
PITPNM1	NM_004910.3	MANE
PITPNM2	NM_020845.3	MANE
PITPNM3	NM_031220.4	MANE
PITRM1	NM_014889.4	MANE
PITX1	NM_002653.5	MANE
PITX2	NM_000325.6	MANE
PITX3	NM_005029.4	MANE
PIWIL1	NM_004764.5	MANE
PIWIL2	NM_018068.5	MANE
PIWIL3	NM_001255975.1	MANE
PIWIL4	NM_152431.3	MANE
PJA1	NM_001032396.4	MANE
PJA2	NM_014819.5	MANE
PJVK	NM_001042702.5	MANE
PKD1	NM_001009944.3	MANE
PKD1L1	NM_138295.5	MANE
PKD1L2	NM_052892.4	refSeq
PKD1L3	NM_181536.2	MANE
PKD2	NM_000297.4	MANE
PKD2L1	NM_016112.3	MANE
PKD2L2	NM_001300921.2	MANE
PKDCC	NM_138370.3	MANE
PKDREJ	NM_006071.2	MANE
PKHD1	NM_138694.4	MANE
PKHD1L1	NM_177531.6	MANE
PKIA	NM_006823.4	MANE
PKIB	NM_181795.3	MANE
PKIG	NM_001281445.2	MANE
PKLR	NM_000298.6	MANE
PKM	NM_002654.6	MANE
PKMYT1	NM_004203.5	MANE
PKN1	NM_002741.5	MANE
PKN2	NM_006256.4	MANE
PKN3	NM_013355.5	MANE
PKNOX1	NM_004571.5	MANE
PKNOX2	NM_001382323.2	MANE
PKP1	NM_001005337.3	MANE
PKP2	NM_001005242.3	MANE
PKP3	NM_007183.4	MANE
PKP4	NM_003628.6	MANE
PLA1A	NM_015900.4	MANE
PLA2G10	NM_003561.3	MANE
PLA2G12A	NM_030821.5	MANE
PLA2G12B	NM_032562.5	MANE
PLA2G15	NM_012320.4	MANE
PLA2G1B	NM_000928.3	MANE
PLA2G2A	NM_001395463.1	MANE
PLA2G2C	NM_001367969.2	MANE
PLA2G2D	NM_012400.4	MANE
PLA2G2E	NM_014589.3	MANE
PLA2G2F	NM_022819.4	MANE
PLA2G3	NM_015715.5	MANE
PLA2G4A	NM_024420.3	MANE
PLA2G4B	NM_001114633.2	MANE
PLA2G4C	NM_003706.3	MANE
PLA2G4D	NM_178034.4	MANE
PLA2G4E	NM_001395548.1	MANE
PLA2G4F	NM_213600.4	MANE
PLA2G5	NM_000929.3	MANE
PLA2G6	NM_003560.4	MANE
PLA2G7	NM_005084.4	MANE
PLA2R1	NM_007366.5	MANE
PLAA	NM_001031689.3	MANE
PLAAT1	NM_020386.5	MANE
PLAAT2	NM_017878.2	MANE
PLAAT3	NM_001128203.2	MANE
PLAAT4	NM_004585.5	MANE
PLAAT5	NM_001146729.2	MANE
PLAC1	NM_021796.4	MANE
PLAC8	NM_016619.3	MANE
PLAC8L1	NM_001029869.3	MANE
PLAC9	NM_001012973.3	MANE
PLAG1	NM_002655.3	MANE
PLAGL1	NM_001317162.2	MANE
PLAGL2	NM_002657.3	MANE
PLAT	NM_000930.5	MANE
PLAU	NM_002658.6	MANE
PLAUR	NM_002659.4	MANE
PLB1	NM_153021.5	MANE
PLBD1	NM_024829.6	MANE
PLBD2	NM_173542.4	MANE
PLCB1	NM_015192.4	MANE
PLCB2	NM_004573.3	MANE
PLCB3	NM_000932.5	MANE
PLCB4	NM_001377142.1	MANE
PLCD1	NM_006225.4	MANE
PLCD3	NM_133373.5	MANE
PLCD4	NM_032726.4	MANE
PLCE1	NM_016341.4	MANE
PLCG1	NM_002660.3	MANE
PLCG2	NM_002661.5	MANE
PLCH1	NM_014996.4	MANE
PLCH2	NM_014638.4	MANE
PLCL1	NM_006226.4	MANE
PLCL2	NM_001144382.2	MANE
PLCXD1	NM_018390.4	MANE
PLCXD2	NM_001185106.1	MANE
PLCXD3	NM_001005473.3	MANE
PLCZ1	NM_033123.4	MANE
PLD1	NM_002662.5	MANE
PLD2	NM_002663.5	MANE
PLD3	NM_012268.4	MANE
PLD4	NM_138790.5	MANE
PLD5	NM_001372062.1	MANE
PLD6	NM_178836.4	MANE
PLEC	NM_201384.3	MANE
PLEK	NM_002664.3	MANE
PLEK2	NM_016445.3	MANE
PLEKHA1	NM_001001974.4	MANE
PLEKHA2	NM_021623.2	MANE
PLEKHA3	NM_019091.4	MANE
PLEKHA4	NM_020904.3	MANE
PLEKHA5	NM_001256470.2	MANE
PLEKHA6	NM_014935.5	MANE
PLEKHA7	NM_001329630.2	MANE
PLEKHA8	NM_001197026.2	MANE
PLEKHB1	NM_021200.3	MANE
PLEKHB2	NM_001100623.2	MANE
PLEKHD1	NM_001161498.2	MANE
PLEKHF1	NM_024310.5	MANE
PLEKHF2	NM_024613.4	MANE
PLEKHG1	NM_001029884.3	MANE
PLEKHG2	NM_022835.3	MANE
PLEKHG3	NM_001308147.2	MANE
PLEKHG4	NM_001129729.3	MANE
PLEKHG4B	NM_052909.5	MANE
PLEKHG5	NM_020631.6	MANE
PLEKHG6	NM_001384598.1	MANE
PLEKHG7	NM_001377329.1	MANE
PLEKHH1	NM_020715.3	MANE
PLEKHH2	NM_172069.4	MANE
PLEKHH3	NM_024927.5	MANE
PLEKHJ1	NM_018049.3	MANE
PLEKHM1	NM_014798.3	MANE
PLEKHM2	NM_015164.4	MANE
PLEKHM3	NM_001080475.3	MANE
PLEKHN1	NM_032129.3	MANE
PLEKHO1	NM_016274.6	MANE
PLEKHO2	NM_025201.5	MANE
PLEKHS1	NM_001395068.1	MANE
PLET1	NM_001145024.1	MANE
PLG	NM_000301.5	MANE
PLGLB1	NM_001032392.4	MANE
PLGLB2	NM_002665.4	MANE
PLGRKT	NM_018465.4	MANE
PLIN1	NM_002666.5	MANE
PLIN2	NM_001122.4	MANE
PLIN3	NM_005817.5	MANE
PLIN4	NM_001367868.2	MANE
PLIN5	NM_001013706.3	MANE
PLK1	NM_005030.6	MANE
PLK2	NM_006622.4	MANE
PLK3	NM_004073.4	MANE
PLK4	NM_014264.5	MANE
PLK5	NM_001243079.2	MANE
PLLP	NM_015993.3	MANE
PLN	NM_002667.5	MANE
PLOD1	NM_000302.4	MANE
PLOD2	NM_182943.3	MANE
PLOD3	NM_001084.5	MANE
PLP1	NM_000533.5	MANE
PLP2	NM_002668.3	MANE
PLPBP	NM_007198.4	MANE
PLPP1	NM_003711.4	MANE
PLPP2	NM_003712.4	MANE
PLPP3	NM_003713.5	MANE
PLPP4	NM_001030059.3	MANE
PLPP5	NM_001102559.2	MANE
PLPP6	NM_203453.5	MANE
PLPP7	NM_032728.4	MANE
PLPPR1	NM_207299.2	MANE
PLPPR2	NM_001393892.1	MANE
PLPPR3	NM_001270366.2	MANE
PLPPR4	NM_014839.5	MANE
PLPPR5	NM_001037317.2	MANE
PLRG1	NM_002669.4	MANE
PLS1	NM_001145319.2	MANE
PLS3	NM_005032.7	MANE
PLSCR1	NM_021105.3	MANE
PLSCR2	NM_001395437.1	MANE
PLSCR3	NM_020360.4	MANE
PLSCR4	NM_020353.3	MANE
PLSCR5	NM_001085420.2	MANE
PLTP	NM_006227.4	MANE
PLVAP	NM_031310.3	MANE
PLXDC1	NM_020405.5	MANE
PLXDC2	NM_032812.9	MANE
PLXNA1	NM_032242.4	MANE
PLXNA2	NM_025179.4	MANE
PLXNA3	NM_017514.5	MANE
PLXNA4	NM_020911.2	MANE
PLXNB1	NM_001130082.3	MANE
PLXNB2	NM_012401.4	MANE
PLXNB3	NM_005393.3	MANE
PLXNC1	NM_005761.3	MANE
PLXND1	NM_015103.3	MANE
PM20D1	NM_152491.5	MANE
PM20D2	NM_001010853.3	MANE
PMAIP1	NM_021127.3	MANE
PMCH	NM_002674.4	MANE
PMEL	NM_001384361.1	MANE
PMEPA1	NM_020182.5	MANE
PMF1	NM_007221.4	MANE
PMFBP1	NM_031293.3	MANE
PMIS2	NM_001395412.1	MANE
PML	NM_033238.3	MANE
PMM1	NM_002676.3	MANE
PMM2	NM_000303.3	MANE
PMP2	NM_002677.5	MANE
PMP22	NM_000304.4	MANE
PMPCA	NM_015160.3	MANE
PMPCB	NM_004279.3	MANE
PMS1	NM_000534.5	MANE
PMS2	NM_000535.7	MANE
PMS2P3	NR_028059.1	HGMD
PMVK	NM_006556.4	MANE
PNCK	NM_001366977.1	MANE
PNISR	NM_032870.4	MANE
PNKD	NM_015488.5	MANE
PNKP	NM_007254.4	MANE
PNLDC1	NM_001271862.2	MANE
PNLIP	NM_000936.4	MANE
PNLIPRP1	NM_006229.4	MANE
PNLIPRP2	NM_005396	HGNC
PNLIPRP3	NM_001011709.3	MANE
PNMA1	NM_006029.5	MANE
PNMA2	NM_007257.6	MANE
PNMA3	NM_013364.6	MANE
PNMA5	NM_001184924.2	MANE
PNMA6A	NM_032882.6	MANE
PNMA6E	NM_001367770.1	MANE
PNMA6F	NM_001354980.2	MANE
PNMA8A	NM_018215.4	MANE
PNMA8B	NM_020709.3	MANE
PNMA8C	NM_001386793.1	MANE
PNMT	NM_002686.4	MANE
PNN	NM_002687.4	MANE
PNO1	NM_020143.4	MANE
PNOC	NM_006228.5	MANE
PNP	NM_000270.4	MANE
PNPLA1	NM_001374623.1	MANE
PNPLA2	NM_020376.4	MANE
PNPLA3	NM_025225.3	MANE
PNPLA4	NM_004650.3	MANE
PNPLA5	NM_138814.4	MANE
PNPLA6	NM_001166114.2	MANE
PNPLA7	NM_001098537.3	MANE
PNPLA8	NM_001256007.3	MANE
PNPO	NM_018129.4	MANE
PNPT1	NM_033109.5	MANE
PNRC1	NM_006813.3	MANE
PNRC2	NM_017761.4	MANE
POC1A	NM_015426.5	MANE
POC1B	NM_172240.3	MANE
POC1B-GALNT4	NM_001199781.2	refSeq
POC5	NM_001099271.2	MANE
PODN	NM_153703.5	MANE
PODNL1	NM_001370095.3	MANE
PODXL	NM_001018111.3	MANE
PODXL2	NM_015720.4	MANE
POF1B	NM_024921.4	MANE
POFUT1	NM_015352.2	MANE
POFUT2	NM_133635.6	MANE
POGK	NM_017542.5	MANE
POGLUT1	NM_152305.3	MANE
POGLUT2	NM_024089.3	MANE
POGLUT3	NM_153705.5	MANE
POGZ	NM_015100.4	MANE
POLA1	NM_001330360.2	MANE
POLA2	NM_002689.4	MANE
POLB	NM_002690.3	MANE
POLD1	NM_002691.4	MANE
POLD2	NM_006230.4	MANE
POLD3	NM_006591.3	MANE
POLD4	NM_021173.5	MANE
POLDIP2	NM_015584.5	MANE
POLDIP3	NM_032311.5	MANE
POLE	NM_006231.4	MANE
POLE2	NM_002692.4	MANE
POLE3	NM_017443.5	MANE
POLE4	NM_019896.4	MANE
POLG	NM_002693.3	MANE
POLG2	NM_007215.4	MANE
POLGARF	NM_001406557	HGNC
POLH	NM_006502.3	MANE
POLI	NM_007195.3	MANE
POLK	NM_016218.6	HGMD
POLL	NM_001174084.2	MANE
POLM	NM_013284.4	MANE
POLN	NM_181808.4	MANE
POLQ	NM_199420.4	MANE
POLR1A	NM_015425.6	MANE
POLR1B	NM_019014.6	MANE
POLR1C	NM_203290.4	MANE
POLR1D	NM_015972.4	MANE
POLR1E	NM_022490.4	MANE
POLR1F	NM_001002926.2	MANE
POLR1G	NM_012099.3	MANE
POLR1H	NM_170783.4	MANE
POLR2A	NM_000937.5	refSeq
POLR2B	NM_000938.3	MANE
POLR2C	NM_032940.3	MANE
POLR2D	NM_004805.4	MANE
POLR2E	NM_002695.5	MANE
POLR2F	NM_021974.5	MANE
POLR2G	NM_002696.3	MANE
POLR2H	NM_006232.5	MANE
POLR2I	NM_006233.5	MANE
POLR2J	NM_006234.6	MANE
POLR2J2	NM_032959.7	MANE
POLR2J3	NM_001097615.3	MANE
POLR2K	NM_005034.4	MANE
POLR2L	NM_021128.5	MANE
POLR2M	NM_015532.5	MANE
POLR3A	NM_007055.4	MANE
POLR3B	NM_018082.6	MANE
POLR3C	NM_006468.8	MANE
POLR3D	NM_001722.3	MANE
POLR3E	NM_018119.4	MANE
POLR3F	NM_006466.4	MANE
POLR3G	NM_006467.3	MANE
POLR3GL	NM_032305.3	MANE
POLR3H	NM_001018050.4	MANE
POLR3K	NM_016310.5	MANE
POLRMT	NM_005035.4	MANE
POM121	NM_001387691.1	MANE
POM121C	NM_001099415.3	MANE
POM121L12	NM_182595.4	MANE
POM121L2	NM_033482.4	MANE
POMC	NM_000939.4	MANE
POMGNT1	NM_017739.4	MANE
POMGNT2	NM_032806.6	MANE
POMK	NM_032237.5	MANE
POMP	NM_015932.6	MANE
POMT1	NM_001077365.2	MANE
POMT2	NM_013382.7	MANE
POMZP3	NM_012230.5	MANE
PON1	NM_000446.7	MANE
PON2	NM_000305.3	MANE
PON3	NM_000940.3	MANE
POP1	NM_001145860.2	MANE
POP4	NM_006627.3	MANE
POP5	NM_015918.4	MANE
POP7	NM_005837.3	MANE
POPDC2	NM_001369919.2	MANE
POPDC3	NM_022361.5	MANE
POR	NM_001395413.1	MANE
PORCN	NM_203475.3	MANE
POSTN	NM_006475.3	MANE
POT1	NM_015450.3	MANE
POTEA	NM_001002920	HGNC
POTEB	NM_001277304.2	MANE
POTEB2	NM_001277303.1	MANE
POTEB3	NM_207355.5	MANE
POTEC	NM_001137671.2	MANE
POTED	NM_174981.6	MANE
POTEE	NM_001083538.3	MANE
POTEF	NM_001099771.2	MANE
POTEG	NM_001005356.3	MANE
POTEH	NM_001136213.1	MANE
POTEI	NM_001277406.2	MANE
POTEJ	NM_001277083.2	MANE
POTEM	NM_001145442.1	MANE
POU1F1	NM_000306.4	MANE
POU2AF1	NM_006235.3	MANE
POU2AF2	NM_198498.3	HGNC
POU2F1	NM_002697.4	MANE
POU2F2	NM_001394376.1	MANE
POU2F3	NM_014352.4	MANE
POU3F1	NM_002699.4	MANE
POU3F2	NM_005604.4	MANE
POU3F3	NM_006236.3	MANE
POU3F4	NM_000307.5	MANE
POU4F1	NM_006237.4	MANE
POU4F2	NM_004575.3	MANE
POU4F3	NM_002700.3	MANE
POU5F1	NM_002701.6	MANE
POU5F1B	NM_001159542.3	MANE
POU5F2	NM_153216.2	MANE
POU6F1	NM_001330422.2	MANE
POU6F2	NM_001370959.1	MANE
PP2D1	NM_001252657.2	MANE
